pt,a,b,c,d,ROR,ROR_lower,ROR_upper,PRR,PRR_chi2,IC,IC025,signal
Anaemia,5,5,2122,6091,2.8704052780395855,0.8301541855838727,9.924935154549168,2.8660084626234132,1.911466575144048,0.8333910203109767,-0.6552743384866901,False
Cardiac failure,5,5,2122,6091,2.8704052780395855,0.8301541855838727,9.924935154549168,2.8660084626234132,1.911466575144048,0.8333910203109767,-0.6552743384866901,False
Cardiogenic shock,4,4,2123,6092,2.8695242581252947,0.7170117321181798,11.484009394998772,2.8660084626234132,1.3355717841550387,0.8085396710057945,-0.8402065059656211,False
Eye irritation,4,4,2123,6092,2.8695242581252947,0.7170117321181798,11.484009394998772,2.8660084626234132,1.3355717841550387,0.8085396710057945,-0.8402065059656211,False
Haemoglobin decreased,4,4,2123,6092,2.8695242581252947,0.7170117321181798,11.484009394998772,2.8660084626234132,1.3355717841550387,0.8085396710057945,-0.8402065059656211,False
Paraesthesia oral,4,4,2123,6092,2.8695242581252947,0.7170117321181798,11.484009394998772,2.8660084626234132,1.3355717841550387,0.8085396710057945,-0.8402065059656211,False
Extrasystoles,3,3,2124,6093,2.86864406779661,0.5785352925825396,14.224056670718376,2.8660084626234132,0.7817020599651304,0.7703323991506814,-1.1046271292295284,False
Hallucination,3,3,2124,6093,2.86864406779661,0.5785352925825396,14.224056670718376,2.8660084626234132,0.7817020599651304,0.7703323991506814,-1.1046271292295284,False
Post procedural infection,3,3,2124,6093,2.86864406779661,0.5785352925825396,14.224056670718376,2.8660084626234132,0.7817020599651304,0.7703323991506814,-1.1046271292295284,False
Wheezing,3,3,2124,6093,2.86864406779661,0.5785352925825396,14.224056670718376,2.8660084626234132,0.7817020599651304,0.7703323991506814,-1.1046271292295284,False
Amniotic cavity infection,2,2,2125,6094,2.867764705882353,0.4036976737197689,20.371864748503178,2.8660084626234132,0.28245047249591815,0.7040100787712438,-1.5266844216952273,False
Joint effusion,2,2,2125,6094,2.867764705882353,0.4036976737197689,20.371864748503178,2.8660084626234132,0.28245047249591815,0.7040100787712438,-1.5266844216952273,False
Office visit,2,2,2125,6094,2.867764705882353,0.4036976737197689,20.371864748503178,2.8660084626234132,0.28245047249591815,0.7040100787712438,-1.5266844216952273,False
Pharyngeal oedema,2,2,2125,6094,2.867764705882353,0.4036976737197689,20.371864748503178,2.8660084626234132,0.28245047249591815,0.7040100787712438,-1.5266844216952273,False
Rash erythematous,2,2,2125,6094,2.867764705882353,0.4036976737197689,20.371864748503178,2.8660084626234132,0.28245047249591815,0.7040100787712438,-1.5266844216952273,False
Therapeutic response delayed,2,2,2125,6094,2.867764705882353,0.4036976737197689,20.371864748503178,2.8660084626234132,0.28245047249591815,0.7040100787712438,-1.5266844216952273,False
Trance,2,2,2125,6094,2.867764705882353,0.4036976737197689,20.371864748503178,2.8660084626234132,0.28245047249591815,0.7040100787712438,-1.5266844216952273,False
Acquired diaphragmatic eventration,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Acute coronary syndrome,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Administration site erythema,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Anaesthetic complication neurological,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Brain fog,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Choking,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Confusion postoperative,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Contraindicated product administered,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Conversion disorder,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Crepitations,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Documented hypersensitivity to administered product,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Dystonia,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Electric shock sensation,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Facial pain,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Femoral nerve injury,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Freezing phenomenon,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Gastrointestinal disorder,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Hepatic failure,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Hypoglossal nerve paralysis,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Iatrogenic injury,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Impaired driving ability,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Injection site extravasation,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Injection site haematoma,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Injection site paraesthesia,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Intentional product misuse,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Internal haemorrhage,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Joint range of motion decreased,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Laryngeal oedema,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Lip swelling,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Multiple organ dysfunction syndrome,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Nystagmus,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Orthopnoea,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Osteonecrosis,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Petechiae,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Pneumomediastinum,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Pollakiuria,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Product container issue,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Pupillary reflex impaired,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Radial nerve injury,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Radial nerve palsy,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Renal disorder,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Sciatic nerve injury,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Taste disorder,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Tenderness,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Tendon disorder,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Vertigo positional,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Wound haemorrhage,1,1,2126,6095,2.8668861712135465,0.17923245112769992,45.85685386202496,2.8660084626234132,0.0007832365158732083,0.5601755579062938,-2.3603862202343966,False
Myocardial infarction,7,8,2120,6088,2.512735849056604,0.9100754903416198,6.937711776815518,2.5077574047954867,2.3909036458255533,0.7759693393107633,-0.4821259373419705,False
Peripheral swelling,7,8,2120,6088,2.512735849056604,0.9100754903416198,6.937711776815518,2.5077574047954867,2.3909036458255533,0.7759693393107633,-0.4821259373419705,False
Pulse absent,7,8,2120,6088,2.512735849056604,0.9100754903416198,6.937711776815518,2.5077574047954867,2.3909036458255533,0.7759693393107633,-0.4821259373419705,False
Myalgia,4,5,2123,6091,2.295242581252944,0.6157605676102165,8.555498328258444,2.2928067700987307,0.7968001665362942,0.6701518149397862,-0.94828722347446,False
Swelling,15,19,2112,6077,2.271605861244019,1.1522348063017493,4.478421551420153,2.2626382599658528,5.013496916774204,0.7378034520767021,-0.12733279485310922,False
Injection site erythema,7,9,2120,6087,2.233176100628931,0.8306404082762084,6.003892233908648,2.2291176931515437,1.8209585224205656,0.6931900999833542,-0.5524180448767608,False
Pyrexia,10,13,2117,6083,2.210312125286145,0.9677629466862908,5.048219409427986,2.2046218943257023,2.8666025828683783,0.7031773967458496,-0.34686609781732003,False
Motor dysfunction,13,17,2114,6079,2.198981579386722,1.0662650617609872,4.535007438484415,2.1916535302414335,3.919959615973074,0.7087559159822273,-0.21605705337372882,False
Fall,16,21,2111,6075,2.1925966028287203,1.1420147325494157,4.209647849291666,2.1836254953321244,4.977683012325679,0.7123171467723902,-0.12353911815350527,False
Death,18,24,2109,6072,2.159317211948791,1.1695862853522818,3.9865813067514733,2.14950634696756,5.495993251085973,0.7030649090000355,-0.08508636080315723,False
Product use in unapproved indication,9,12,2118,6084,2.1543909348441925,0.9064819609504694,5.120234599342946,2.14950634696756,2.343482105147597,0.6794188533052179,-0.42257952313171887,False
Abdominal pain upper,3,4,2124,6092,2.151129943502825,0.48104426974576453,9.6194057904069,2.14950634696756,0.35432000496861876,0.5990542723394318,-1.2316442522368196,False
Brain injury,3,4,2124,6092,2.151129943502825,0.48104426974576453,9.6194057904069,2.14950634696756,0.35432000496861876,0.5990542723394318,-1.2316442522368196,False
Musculoskeletal pain,3,4,2124,6092,2.151129943502825,0.48104426974576453,9.6194057904069,2.14950634696756,0.35432000496861876,0.5990542723394318,-1.2316442522368196,False
Oedema,3,4,2124,6092,2.151129943502825,0.48104426974576453,9.6194057904069,2.14950634696756,0.35432000496861876,0.5990542723394318,-1.2316442522368196,False
Paresis,3,4,2124,6092,2.151129943502825,0.48104426974576453,9.6194057904069,2.14950634696756,0.35432000496861876,0.5990542723394318,-1.2316442522368196,False
Constipation,8,11,2119,6085,2.0884636835557084,0.838914755093274,5.199193995635621,2.084369790998846,1.8388431307470818,0.6506001649668725,-0.5119671433041664,False
Blister,10,14,2117,6082,2.0520952830825294,0.910135704098247,4.626886992662128,2.0471489018738667,2.3617736269042773,0.6464447773498347,-0.3969648919948676,False
Accidental overdose,12,17,2115,6079,2.028869420108469,0.9673756531348384,4.255132027059111,2.023064797145939,2.8855401845520516,0.6436259348628437,-0.3111243710362137,False
Procedural complication,9,13,2118,6083,1.9883416866419703,0.8487000927240248,4.658303559445717,1.9841597048931325,1.8758957917672685,0.6178427091350459,-0.4766305261947402,False
Erythema,20,29,2107,6067,1.9858272097932999,1.12096697433886,3.517953514626336,1.9765575604299401,4.987783274777727,0.637867889676101,-0.1053756752249152,False
Asthenia,17,25,2110,6071,1.9565308056872037,1.054467028652497,3.6302821136995,1.9488857545839209,3.964398496941018,0.6228945603160522,-0.18077193513748246,False
Tinnitus,12,18,2115,6078,1.915839243498818,0.9213022297553471,3.983969525293359,1.9106723084156088,2.4404559548332334,0.5977246035934833,-0.3523603769368444,False
Sepsis,6,9,2121,6087,1.9132484677039134,0.6801855803656116,5.381648486584762,1.9106723084156088,0.9141037559962756,0.5695184618433369,-0.7521546710885516,False
Musculoskeletal stiffness,4,6,2123,6090,1.9123881300047105,0.5391368621698007,6.783487860696626,1.9106723084156088,0.43556574770965,0.5438844031159917,-1.0495981523651838,False
Ataxia,2,3,2125,6093,1.9115294117647057,0.3191785496693654,11.447964456968098,1.9106723084156088,0.0445783550204808,0.47929224944922144,-1.6777742424032493,False
Crying,2,3,2125,6093,1.9115294117647057,0.3191785496693654,11.447964456968098,1.9106723084156088,0.0445783550204808,0.47929224944922144,-1.6777742424032493,False
Electrocardiogram T wave inversion,2,3,2125,6093,1.9115294117647057,0.3191785496693654,11.447964456968098,1.9106723084156088,0.0445783550204808,0.47929224944922144,-1.6777742424032493,False
Hypopnoea,2,3,2125,6093,1.9115294117647057,0.3191785496693654,11.447964456968098,1.9106723084156088,0.0445783550204808,0.47929224944922144,-1.6777742424032493,False
Inflammation,2,3,2125,6093,1.9115294117647057,0.3191785496693654,11.447964456968098,1.9106723084156088,0.0445783550204808,0.47929224944922144,-1.6777742424032493,False
Liver function test increased,2,3,2125,6093,1.9115294117647057,0.3191785496693654,11.447964456968098,1.9106723084156088,0.0445783550204808,0.47929224944922144,-1.6777742424032493,False
Product packaging issue,2,3,2125,6093,1.9115294117647057,0.3191785496693654,11.447964456968098,1.9106723084156088,0.0445783550204808,0.47929224944922144,-1.6777742424032493,False
Staphylococcal abscess,2,3,2125,6093,1.9115294117647057,0.3191785496693654,11.447964456968098,1.9106723084156088,0.0445783550204808,0.47929224944922144,-1.6777742424032493,False
Sensory loss,15,23,2112,6073,1.875308794466403,0.976681322329548,3.6007477507759846,1.8691359538848349,3.0077908934986755,0.5855313985043283,-0.26557468343282387,False
Delayed recovery from anaesthesia,9,14,2118,6082,1.8460137596114936,0.7978508093010006,4.271182984273107,1.8424340116864801,1.4793106607686863,0.5587874874106749,-0.528755434461766,False
Flushing,7,11,2120,6085,1.8265437392795885,0.707151318392475,4.717889855717991,1.8238235671239904,0.9873375693289969,0.5406481318915144,-0.6837501698151154,False
Nausea,44,70,2083,6026,1.8184212331115834,1.2431052025862517,2.659996735716036,1.8014910336490026,9.107942457745713,0.5694307002645518,0.06907646503950704,False
Hypersensitivity,12,19,2115,6077,1.8147069802164988,0.8794249905470789,3.744675736355697,1.810110607972682,2.0466003838280193,0.5532387662743043,-0.3924562306806094,False
Atrioventricular block,5,8,2122,6088,1.7931196983977378,0.5859581566830078,5.48721477141481,1.7912552891396332,0.5197407470691554,0.5098438823561492,-0.9208557868806989,False
Arthritis infective,8,13,2119,6083,1.7665807528950521,0.7311889077183866,4.26812759815718,1.7636975154605619,1.0647743821588045,0.5189541811119718,-0.6270909561685247,False
Vision blurred,11,18,2116,6078,1.7553560176433523,0.8277337606890102,3.722543280235252,1.7514496160476414,1.6227708339958975,0.5233317011451318,-0.4601168299127735,False
Product preparation error,3,5,2124,6091,1.7206214689265538,0.4108414439989889,7.206036008719357,1.719605077574048,0.12103048664711054,0.44596959162108624,-1.3501464895014945,False
Hyperhidrosis,7,12,2120,6084,1.674056603773585,0.6582135278761637,4.257684465526823,1.6718382698636578,0.6914497235640035,0.4700279193250517,-0.7452855617484927,False
Urticaria,7,12,2120,6084,1.674056603773585,0.6582135278761637,4.257684465526823,1.6718382698636578,0.6914497235640035,0.4700279193250517,-0.7452855617484927,False
Seizure,42,73,2085,6023,1.6620084754114515,1.133352481480828,2.4372577970891616,1.6489363757559363,6.353389557696399,0.4906973552742004,-0.01744171126979993,False
Systemic toxicity,4,7,2123,6089,1.6389206648274004,0.47928974144125835,5.604252946289049,1.6377191214990932,0.20347246710759914,0.42778426178208545,-1.144783369914243,False
Abdominal pain,5,9,2122,6087,1.5936223688344329,0.5334754717276189,4.760541747542895,1.592226923679674,0.28809476147032154,0.41633000093655864,-1.000022571994081,False
Cerebrovascular accident,5,9,2122,6087,1.5936223688344329,0.5334754717276189,4.760541747542895,1.592226923679674,0.28809476147032154,0.41633000093655864,-1.000022571994081,False
Chest pain,5,9,2122,6087,1.5936223688344329,0.5334754717276189,4.760541747542895,1.592226923679674,0.28809476147032154,0.41633000093655864,-1.000022571994081,False
Cellulitis,6,11,2121,6085,1.564870772791565,0.5780115673208996,4.236628943063587,1.5632773432491345,0.3737769677593988,0.40845306718934243,-0.8907254264066433,False
Cardio-respiratory arrest,9,17,2118,6079,1.5194967505415766,0.6763083102495363,3.413931693452813,1.5172985978594542,0.6337361539645192,0.3948734684325024,-0.6748139450409099,False
Dysgeusia,9,17,2118,6079,1.5194967505415766,0.6763083102495363,3.413931693452813,1.5172985978594542,0.6337361539645192,0.3948734684325024,-0.6748139450409099,False
Tremor,10,19,2117,6077,1.5108271387017378,0.7014025265710399,3.254334788607997,1.5084255066439016,0.7209244020919244,0.3920871678668791,-0.6244701161086825,False
Hypotonia,5,10,2122,6086,1.4340245051837888,0.48958952132697753,4.200306975308412,1.4330042313117066,0.13389799764558152,0.3285103623395421,-1.0752268816282444,False
Movement disorder,5,10,2122,6086,1.4340245051837888,0.48958952132697753,4.200306975308412,1.4330042313117066,0.13389799764558152,0.3285103623395421,-1.0752268816282444,False
Swelling face,4,8,2123,6088,1.4338200659444182,0.4313118240539196,4.766481851069886,1.4330042313117066,0.06825629470093268,0.32033533707261114,-1.23444634844899,False
Circumstance or information capable of leading to medication error,3,6,2124,6090,1.4336158192090396,0.3582195194188288,5.7374157623259245,1.4330042313117066,0.01716431743202128,0.30758173555507795,-1.4607547544412434,False
Panic attack,3,6,2124,6090,1.4336158192090396,0.3582195194188288,5.7374157623259245,1.4330042313117066,0.01716431743202128,0.30758173555507795,-1.4607547544412434,False
Grand mal convulsion,2,4,2125,6092,1.4334117647058826,0.2623513977625576,7.831745150665523,1.4330042313117066,0.0023508533760473378,0.28490557198043953,-1.8196792969389497,False
Intentional product use issue,2,4,2125,6092,1.4334117647058826,0.2623513977625576,7.831745150665523,1.4330042313117066,0.0023508533760473378,0.28490557198043953,-1.8196792969389497,False
Pneumonia aspiration,2,4,2125,6092,1.4334117647058826,0.2623513977625576,7.831745150665523,1.4330042313117066,0.0023508533760473378,0.28490557198043953,-1.8196792969389497,False
Procedural headache,2,4,2125,6092,1.4334117647058826,0.2623513977625576,7.831745150665523,1.4330042313117066,0.0023508533760473378,0.28490557198043953,-1.8196792969389497,False
Product administered at inappropriate site,2,4,2125,6092,1.4334117647058826,0.2623513977625576,7.831745150665523,1.4330042313117066,0.0023508533760473378,0.28490557198043953,-1.8196792969389497,False
Shock haemorrhagic,2,4,2125,6092,1.4334117647058826,0.2623513977625576,7.831745150665523,1.4330042313117066,0.0023508533760473378,0.28490557198043953,-1.8196792969389497,False
Weight bearing difficulty,2,4,2125,6092,1.4334117647058826,0.2623513977625576,7.831745150665523,1.4330042313117066,0.0023508533760473378,0.28490557198043953,-1.8196792969389497,False
Abdominal distension,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Abdominal wall haematoma,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Alopecia,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Blood disorder,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Bradyarrhythmia,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Bronchitis,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Bronchospasm,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Electrocardiogram PR prolongation,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Eye swelling,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Fibula fracture,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Formication,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Granuloma,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Haematochezia,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Haemorrhagic stroke,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Hypoaesthesia eye,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Mental status changes postoperative,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Muscle necrosis,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Muscle tightness,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Musculoskeletal chest pain,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Myasthenia gravis,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Neuritis,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Neuromuscular block prolonged,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Pelvic abscess,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Phrenic nerve injury,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Psychomotor hyperactivity,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Slow speech,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Suspected transmission of an infectious agent via product,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Throat tightness,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Underdose,1,2,2126,6094,1.4332079021636879,0.12988675155461196,15.814429618410948,1.4330042313117066,0.13246011992989265,0.23334077149481555,-2.5263470482622683,False
Abdominal pain lower,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Abdominal wall abscess,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Abnormal sensation in eye,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Accident at work,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Accidental underdose,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Acne,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Activities of daily living impaired,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Acute hepatic failure,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Administration site bruise,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
