pt,a,b,c,d,ROR,ROR_lower,ROR_upper,PRR,PRR_chi2,IC,IC025,signal
Lower limb fracture,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Lumbar vertebral fracture,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Lymphocyte count decreased,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
MUSCULOSKELETAL PAIN,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Macular degeneration,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Male orgasmic disorder,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Malignant neoplasm progression,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Manufacturing materials issue,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Maternal use of illicit drugs,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Medical device complication,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Medical device site extravasation,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Medical device site infection,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Medication residue present,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Meniere's disease,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Meningism,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Mental disorder,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Metabolic alkalosis,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Migraine,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Mixed liver injury,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Monoclonal gammopathy,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Motor neurone disease,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Mouth swelling,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Multiple sclerosis,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Mycobacterium abscessus infection,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Mycobacterium marinum infection,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Myocardial depression,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Myofascial pain syndrome,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Myopathy,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Myotonic dystrophy,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Nasal congestion,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Nasal discharge discolouration,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Nasopharyngitis,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Necrotising soft tissue infection,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Neonatal disorder,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Neonatal hypotension,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Neonatal respiratory distress syndrome,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Neonatal sinus bradycardia,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Neonatal toxicity,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Nerve compression,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Neuralgic amyotrophy,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Neutropenia,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
New onset refractory status epilepticus,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Night sweats,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Nightmare,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Nodule,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Non-cardiac chest pain,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Normochromic normocytic anaemia,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Occipital neuralgia,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Ocular retrobulbar haemorrhage,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Oculogyric crisis,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Open globe injury,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Optic atrophy,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Optic nerve injury,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Oral discomfort,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Oral pruritus,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Osteomyelitis,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Osteonecrosis of jaw,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Osteoporosis,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Osteoporotic fracture,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Ovarian cancer,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
PCO2 increased,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
PO2 abnormal,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Pain in jaw,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Painful defaecation,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Pancreatitis,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Panniculitis,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Papule,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Paralysis recurrent laryngeal nerve,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Paranoia,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Patient-device incompatibility,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Pelvic mass,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Penile necrosis,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Penile vascular disorder,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Perineal pain,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Periorbital haematoma,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Periorbital pain,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Peripheral motor neuropathy,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Pharyngeal hypoaesthesia,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Physical product label issue,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Physiotherapy,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Piloerection,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Pituitary tumour benign,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Plantar fasciitis,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Platelet count decreased,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Platelet dysfunction,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Pneumocephalus,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Polyneuropathy,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Post laminectomy syndrome,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Post procedural inflammation,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Post-traumatic stress disorder,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Postictal state,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Postoperative adhesion,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Postoperative delirium,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Postoperative hypertension,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Postoperative hypotension,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Postpartum haemorrhage,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Postural orthostatic tachycardia syndrome,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Pregnancy,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Prescription drug used without a prescription,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Prinzmetal angina,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Procedural anxiety,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Product availability issue,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Product colour issue,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Product commingling,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Product dose omission issue,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Product leakage,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Product monitoring error,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Product outer packaging issue,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Product selection error,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Product supply issue,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Product tampering,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Product use complaint,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Progressive myoclonic epilepsy,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Prolonged labour,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Proteus test positive,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Psychiatric symptom,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Psychological trauma,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Psychotic disorder,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Pulmonary vascular resistance abnormality,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Puncture site cellulitis,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Pupillary disorder,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Pupils unequal,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Pyelocaliectasis,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Radicular pain,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Radiculitis,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Rales,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Reaction to preservatives,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Recalled product,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Recalled product administered,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Renal impairment,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Respiratory alkalosis,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Respiratory tract infection,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Respiratory tract oedema,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Retinal haemorrhage,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Reversible cerebral vasoconstriction syndrome,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Rhonchi,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Road traffic accident,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Salivary hypersecretion,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Scab,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Scar,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Schizophrenia,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Sciatic nerve neuropathy,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Sciatica,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Scleral oedema,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Sensitive skin,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Septic arthritis staphylococcal,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Sinus arrhythmia,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Sinus congestion,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Sinus headache,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Skin abrasion,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Skin exfoliation,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Skin lesion,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Skin mass,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Skin pressure mark,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Skin ulcer haemorrhage,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Sleep deficit,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
"Sleep disorder due to general medical condition, insomnia type",0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Slow response to stimuli,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Sneezing,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Social avoidant behaviour,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Soft tissue inflammation,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Soft tissue mass,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Somatic symptom disorder,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Sphincter of Oddi dysfunction,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Spinal cord haematoma,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Spinal cord injury cauda equina,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Spinal cord injury cervical,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
Spinal cord injury lumbar,0,1,2127,6095,1.432769158439116,0.04804729895131755,42.725137649346266,1.4326674500587544,0.5235945215280878,0.17126331880238735,-3.292047447081088,False
