pt,a,b,c,d,ROR,ROR_lower,ROR_upper,PRR,PRR_chi2,IC,IC025,signal
Foetal heart rate decreased,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Foot fracture,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Furuncle,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Gait inability,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Gamma-glutamyltransferase increased,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Glossoptosis,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Grip strength decreased,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Haemolysis,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Haemolytic anaemia,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Haemorrhage intracranial,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Heart rate irregular,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Hemiplegia,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Hepatic steatosis,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Hepatocellular injury,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Histiocytic necrotising lymphadenitis,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Histiocytosis haematophagic,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Humerus fracture,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Hydrocephalus,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Hyperventilation,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Hyporeflexia,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Hyporesponsive to stimuli,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Hypotonic urinary bladder,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Hypoxic-ischaemic encephalopathy,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
IIIrd nerve paralysis,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Immediate post-injection reaction,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Immune system disorder,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Impaired work ability,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Implant site necrosis,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Incoherent,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Incorrect drug administration rate,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Inferior vena cava syndrome,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Injection site vesicles,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Intercepted product administration error,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Intestinal atony,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Ischaemia,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Joint hyperextension,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Knee arthroplasty,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Knee deformity,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Leg amputation,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Liquid product physical issue,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Live birth,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Liver injury,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Local reaction,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Localised infection,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Locked-in syndrome,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Logorrhoea,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Loss of proprioception,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Lower motor neurone lesion,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Lumbosacral radiculopathy,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Lymphadenitis,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Maculopathy,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Maternal exposure timing unspecified,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Mean cell haemoglobin decreased,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Mean cell volume decreased,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Meningitis Escherichia,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Mononeuropathy,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Multi-organ failure,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Muscle atrophy,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Muscle spasticity,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Myelitis,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Myocardial ischaemia,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Nasal congestion,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Nasal oedema,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Neonatal intestinal perforation,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Neonatal respiratory distress,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Neonatal respiratory distress syndrome,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Nerve root injury,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Neurogenic bladder,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Normal newborn,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Obstructed labour,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Obstructive airways disorder,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Opisthotonus,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Optic ischaemic neuropathy,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Orbital apex syndrome,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Orthostatic headache,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Osteoporosis,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Pain in jaw,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Paranoia,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Paroxysmal sympathetic hyperactivity,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Partial seizures,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Peripheral nerve lesion,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Peroneal nerve palsy postoperative,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Photodermatosis,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Physical product label issue,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Pneumocephalus,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Pneumorrhachis,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Polyneuropathy,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Post herpetic neuralgia,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Postoperative adhesion,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
